Num_threads	10	100	10^3	10^4
27	0.0002388263121247	0.0002338746562600	0.0002676466479897	0.0003617022186518
28	0.0002474838867784	0.0002248540520668	0.0004298914223909	0.0002581492066383
29	0.0002551198005676	0.0002439269796014	0.0002600021660328	0.0002624494954944
30	0.0002593632787466	0.0002434948459268	0.0002634493634105	0.0002799436450005
31	0.0002722712233663	0.0002632549032569	0.0002648854628205	0.0002861469984055
32	0.0002883359789848	0.0002742361277342	0.0003681655973196	0.0003167185932398
33	0.0003051832318306	0.0002888044342399	0.0003041503950953	0.0002998383715749
34	0.0003139788284898	0.0002905957400799	0.0003755759447813	0.0003120705485344
35	0.0004212951287627	0.0003329187631607	0.0002853155136108	0.0003174878656864
36	0.0003131283447146	0.0003410112112761	0.0003038858994842	0.0003318820148706
37	0.0003823544830084	0.0003520891070366	0.0002976050600410	0.0003362473100424
38	0.0003258116543293	0.0003596283495426	0.0003108594566584	0.0003359606489539
39	0.0004410473629832	0.0003609357401729	0.0003143832087517	0.0003392130136490
40	0.0004675654694438	0.0003788406029344	0.0003367172554135	0.0003630794584751
41	0.0003420917317271	0.0003764344379306	0.0003368984907866	0.0003780284896493
42	0.0003818370401859	0.0003965513780713	0.0003678428009152	0.0003843460232019
43	0.0004152057692409	0.0004090161994100	0.0003683781251311	0.0004172768443823
44	0.0004085157066584	0.0004520926624537	0.0003692368045449	0.0004013303667307
45	0.0003829412162304	0.0004426773637533	0.0004132634028792	0.0004150133579969
46	0.0004157949239016	0.0004677722230554	0.0004340965300798	0.0004101643338799
47	0.0004345053806901	0.0004515314474702	0.0003709813579917	0.0004201902076602
48	0.0004340754821897	0.0004787113517523	0.0004009351134300	0.0004208493977785
49	0.0004418263211846	0.0004834286868572	0.0004259051755071	0.0004261035472155
50	0.0004418676719069	0.0004835126921535	0.0004148017615080	0.0004338720813394
51	0.0004536198452115	0.0004878187552094	0.0004366703331470	0.0004666293039918
52	0.0004534434527159	0.0004898898303509	0.0006475878879428	0.0004740208387375
53	0.0027108464390039	0.0004359776154160	0.0004387881606817	0.0004910811781883
54	0.0015097530558705	0.0004505403339863	0.0004668908193707	0.0004745213314891
55	0.0031370677053928	0.0130886700004339	0.0128157760947943	0.0125822737812996
56	0.0123785702511668	0.0150058131664991	0.0124945823103189	0.0148468602448702
57	0.0030743995681405	0.0004784576594830	0.0004926752299070	0.0005287045612931
58	0.0005311505869031	0.0005122885107994	0.0004862548783422	0.0005211802199483
59	0.0005759721621871	0.0005143489688635	0.0005209926515818	0.0005461048334837
60	0.0005131250247359	0.0005342025309801	0.0005132002756000	0.0005480669438839
61	0.0005765898153186	0.0005334885790944	0.0005226340144873	0.0005532830953598
62	0.0006355114281178	0.0005166448652744	0.0005523208528757	0.0006140436977148
63	0.0005858898162842	0.0006324252113700	0.0005438864231110	0.0005721921101213
64	0.0005473868921399	0.0005511384457350	0.0005539435893297	0.0005842613056302
65	0.0006227549165487	0.0005603846162558	0.0005823137238622	0.0006029540672898
66	0.0005936749279499	0.0005709301680326	0.0005740646272898	0.0006042778491974
67	0.0006782487034798	0.0005871750414371	0.0005909657105803	0.0006224583834410
68	0.0006134357303381	0.0006025105714798	0.0006061917170882	0.0006210887804627
69	0.0006118904799223	0.0006112027913332	0.0005995789542794	0.0009128091856837
70	0.0006288012489676	0.0006366359069943	0.0006050236523151	0.0006598815321922
71	0.0006617076694965	0.0006225522607565	0.0006075561046600	0.0006512690335512
72	0.0006571605801582	0.0006011035293341	0.0006574029102921	0.0006575571373105
73	0.0006995869800448	0.0006501186639071	0.0006491307169199	0.0006632765755057
74	0.0006578717380762	0.0006633618846536	0.0007467029616237	0.0006908012554049
75	0.0006957948207855	0.0006690233945847	0.0006476914510131	0.0006957799196243
76	0.0007789213210344	0.0006484322249889	0.0006790682673454	0.0006874525919557
77	0.0007409125566483	0.0006657727062702	0.0006798656657338	0.0007134471088648
78	0.0007646800950170	0.0006695367395878	0.0006919767707586	0.0007141571491957
79	0.0008633509278297	0.0006787147372961	0.0007061904296279	0.0007149808108807
80	0.0007609121501446	0.0007180165499449	0.0006942380219698	0.0007280616089702
81	0.0008548835292459	0.0007065929472446	0.0007002377882600	0.0007361536845565
82	0.0007966665551066	0.0007046166807413	0.0007248220965266	0.0007466705515981
83	0.0008816089481115	0.0007171140983701	0.0007318280637264	0.0007618265226483
84	0.0008086316287518	0.0007411452010274	0.0007352316752076	0.0007804524153471
85	0.0008614135906100	0.0007747368887067	0.0007422473281622	0.0007739055901766
86	0.0008415410295129	0.0007431080564857	0.0007450643926859	0.0008102906867862
87	0.0008439406752586	0.0007445568218827	0.0007679460570216	0.0008004436269403
88	0.0008512558415532	0.0007541522383690	0.0007901480421424	0.0008112117648125
89	0.0008642211556435	0.0008858012035489	0.0007765015587211	0.0008223662152886
90	0.0008747631683946	0.0007932778447866	0.0007891230285168	0.0008237406611443
91	0.0009753482416272	0.0007612058892846	0.0008253263309598	0.0008291177451611
92	0.0009005274623632	0.0007982147857547	0.0008007995784283	0.0008544348180294
93	0.0008698249235749	0.0008011884987354	0.0008125415071845	0.0008515475317836
94	0.0009530303999782	0.0008006429299712	0.0008155178278685	0.0012186927720904
95	0.0013614613562822	0.0008498912677169	0.0008630966767669	0.0008942021057010
96	0.0009110074490309	0.0008679198101163	0.0008689654991031	0.0009024322032928
97	0.0009304901584983	0.0008713543415070	0.0008739247918129	0.0009227830916643
98	0.0009223647415638	0.0008469525724649	0.0008969778195024	0.0009203433990479
99	0.0009825961664319	0.0008874811232090	0.0008978795260191	0.0009547278285027
100	0.0010491682216525	0.0009036494418979	0.0009054116904736	0.0009445725008845
